Name,Year,Age,AgeDif,Tm,Lg,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
Hutton Moyer,2013,20,-0.5,Pepperdine,WCC,NCAA,,39,182,163,20,42,4,1,3,16,7,0,10,36,0.258,0.309,0.35,0.659,57,,3,4,2,0
Hutton Moyer,2014,21,0.6,Pepperdine,WCC,NCAA,,61,273,232,52,71,24,4,0,22,15,4,17,38,0.306,0.387,0.444,0.831,103,,16,4,4,2
Hutton Moyer,2015,22,1.5,Pepperdine,WCC,NCAA,,59,273,220,52,65,9,4,14,45,15,8,31,58,0.295,0.413,0.564,0.977,124,,16,2,4,4
Kal Simmons,2013,19,-1.3,Kennesaw,ASun,NCAA,,52,217,187,20,54,11,0,0,27,4,3,14,30,0.289,0.341,0.348,0.689,65,,2,12,2,0
Kal Simmons,2014,20,-0.7,Kennesaw,ASun,NCAA,,62,308,268,46,73,6,1,1,26,3,1,23,33,0.272,0.332,0.313,0.646,84,,4,7,6,0
Kal Simmons,2015,21,0.3,Kennesaw,ASun,NCAA,,55,257,212,41,57,7,0,10,35,15,4,31,34,0.269,0.38,0.443,0.823,94,,7,7,0,4
Casey Schroeder,2013,19,-1.4,Kentucky,SEC,NCAA,,8,7,6,0,0,0,0,0,0,0,0,1,3,0,0.143,0,0.143,0,,0,0,0,0
Casey Schroeder,2015,21,0.2,Coastal Carolina,BigS,NCAA,,54,217,174,41,40,8,0,13,31,2,1,33,41,0.23,0.37,0.5,0.87,87,,7,1,2,0
Patrick Mazeika,2013,19,-1.3,Stetson,ASun,NCAA,,57,261,212,38,81,11,2,3,33,1,0,32,19,0.382,0.488,0.495,0.984,105,,14,1,2,4
Patrick Mazeika,2014,20,-0.7,Stetson,ASun,NCAA,,59,259,206,42,73,18,0,2,27,1,0,34,18,0.354,0.479,0.471,0.95,97,,17,0,2,5
Patrick Mazeika,2015,21,0.3,Stetson,ASun,NCAA,,58,255,202,43,62,13,1,7,53,1,0,33,16,0.307,0.439,0.485,0.924,98,,17,0,3,3
Nick Collins,2013,19,-1.6,Georgetown,BigE,NCAA,,47,196,177,20,59,6,2,3,30,0,1,12,19,0.333,0.383,0.441,0.823,78,,4,0,3,0
Nick Collins,2014,20,-0.4,Georgetown,BigE,NCAA,,48,220,188,31,65,8,0,2,38,2,2,18,27,0.346,0.414,0.42,0.834,79,,8,0,6,0
Nick Collins,2015,21,0.3,Georgetown,BigE,NCAA,,53,237,211,34,78,15,0,7,36,6,1,22,21,0.37,0.435,0.54,0.975,114,,3,0,1,9
Kyle Survance Jr.,2013,19,-1.5,Houston,CUSA,NCAA,,51,191,167,36,50,4,2,0,20,19,3,13,37,0.299,0.357,0.347,0.704,58,,2,9,0,0
Kyle Survance Jr.,2014,20,-0.6,Houston,Amer,NCAA,,65,308,253,53,78,11,2,2,32,31,6,35,44,0.308,0.411,0.391,0.802,99,,11,6,3,2
Kyle Survance Jr.,2015,21,0.4,Houston,Amer,NCAA,,60,291,246,51,73,8,6,2,34,31,8,31,52,0.297,0.385,0.402,0.788,99,,7,3,4,0
LaMonte Wade Jr.,2013,19,-1.5,Maryland,ACC,NCAA,,55,256,200,36,52,14,3,1,38,14,5,41,35,0.26,0.387,0.375,0.762,75,,3,8,4,2
LaMonte Wade Jr.,2014,20,-0.5,Maryland,ACC,NCAA,,62,288,227,37,56,12,1,2,25,4,1,36,37,0.247,0.358,0.335,0.693,76,,5,17,3,1
LaMonte Wade Jr.,2015,21,0.1,Maryland,BTen,NCAA,,42,194,158,30,53,7,1,4,32,7,2,30,20,0.335,0.453,0.468,0.921,74,,4,2,0,0
Tucker Tubbs,2012,19,-1.8,Memphis,CUSA,NCAA,,37,97,82,14,21,4,2,1,18,2,1,10,14,0.256,0.323,0.39,0.713,32,,0,1,4,1
Tucker Tubbs,2013,20,-0.5,Memphis,CUSA,NCAA,,58,247,215,34,71,7,1,4,32,2,5,19,33,0.33,0.402,0.428,0.83,92,,9,1,3,2
Tucker Tubbs,2014,21,0.4,Memphis,Amer,NCAA,,50,212,172,24,42,12,0,3,33,3,1,28,31,0.244,0.36,0.366,0.726,63,,6,1,5,0
Tucker Tubbs,2015,22,1.4,Memphis,Amer,NCAA,,58,258,223,41,68,15,0,17,55,7,1,26,27,0.305,0.393,0.601,0.994,134,,7,1,1,3
Mark Laird,2013,20,-0.4,Louisiana State,SEC,NCAA,,63,279,241,48,74,7,1,0,18,6,5,23,31,0.307,0.371,0.344,0.715,83,,2,12,1,0
Mark Laird,2014,21,0.5,Louisiana State,SEC,NCAA,,59,261,223,38,65,10,2,0,27,10,5,25,23,0.291,0.366,0.354,0.72,79,,3,7,3,1
Mark Laird,2015,22,1.5,Louisiana State,SEC,NCAA,,64,300,260,53,84,10,1,1,24,24,6,25,25,0.323,0.388,0.381,0.768,99,,3,11,1,1
Daniel De La Calle,2014,21,0.5,Florida State,ACC,NCAA,,58,209,174,27,39,3,0,0,29,1,0,17,37,0.224,0.315,0.241,0.557,42,,8,6,4,0
Daniel De La Calle,2015,22,1.5,Florida State,ACC,NCAA,,63,229,207,37,52,9,2,8,35,2,1,11,65,0.251,0.293,0.43,0.723,89,,3,4,4,0
Kevin Kaczmarski,2012,20,-0.6,Evansville,MVC,NCAA,,57,251,201,38,61,13,5,1,33,12,2,30,46,0.303,0.41,0.433,0.843,87,,7,12,1,1
Kevin Kaczmarski,2013,21,0.3,Evansville,MVC,NCAA,,57,273,236,48,80,15,3,6,31,15,6,25,41,0.339,0.411,0.504,0.915,119,,6,3,3,2
Kevin Kaczmarski,2014,22,1.2,Evansville,MVC,NCAA,,55,255,219,40,69,19,5,4,50,7,4,24,39,0.315,0.375,0.502,0.878,110,,2,2,8,1
Kevin Kaczmarski,2015,23,2.2,Evansville,MVC,NCAA,,46,221,185,43,86,19,9,5,57,13,4,28,23,0.465,0.543,0.746,1.289,138,,6,0,2,4
Connor Panas,2012,19,-1.2,Canisius,MAAC,NCAA,,50,151,122,17,34,11,0,0,18,1,3,19,16,0.279,0.396,0.369,0.765,45,,6,2,2,0
Connor Panas,2013,20,-0.6,Canisius,MAAC,NCAA,,50,209,165,40,53,6,3,1,18,6,1,28,18,0.321,0.451,0.412,0.864,68,,12,3,1,0
Connor Panas,2014,21,0.6,Canisius,MAAC,NCAA,,53,228,188,38,68,16,3,6,51,16,3,26,36,0.362,0.443,0.574,1.017,108,,7,0,7,3
Connor Panas,2015,22,1.4,Canisius,MAAC,NCAA,,64,299,247,67,92,17,7,11,68,19,5,33,39,0.372,0.472,0.632,1.103,156,,16,0,3,4
Ryan Krill,2012,19,-1.4,Michigan State,BTen,NCAA,,57,230,191,29,56,8,0,3,28,0,1,21,24,0.293,0.387,0.382,0.769,73,,10,5,3,1
Ryan Krill,2013,20,-0.6,Michigan State,BTen,NCAA,,50,214,191,24,55,11,1,1,25,0,1,14,26,0.288,0.336,0.372,0.708,71,,3,0,6,3
Ryan Krill,2014,21,0.3,Michigan State,BTen,NCAA,,55,236,205,27,48,16,0,3,15,2,0,24,36,0.234,0.322,0.356,0.678,73,,3,3,1,1
Ryan Krill,2015,22,1.1,Michigan State,BTen,NCAA,,56,245,205,42,72,13,1,13,57,1,3,27,30,0.351,0.439,0.615,1.053,126,,8,1,4,2
Conner Hale,2014,21,0.5,Louisiana State,SEC,NCAA,,60,226,209,38,64,11,1,4,29,0,0,10,17,0.306,0.335,0.426,0.761,89,,0,5,2,1
Conner Hale,2015,22,1.5,Louisiana State,SEC,NCAA,,64,288,263,49,86,17,3,4,56,1,1,18,34,0.327,0.373,0.46,0.833,121,,3,1,3,0
David Kerian,2012,19,-1.4,Illinois,BTen,NCAA,,22,31,26,4,5,0,0,0,2,1,0,5,7,0.192,0.323,0.192,0.515,5,,0,0,0,0
David Kerian,2013,20,-0.6,Illinois,BTen,NCAA,,53,226,195,30,61,11,1,1,39,23,5,25,34,0.313,0.39,0.395,0.785,77,,1,3,2,1
David Kerian,2014,21,0.3,Illinois,BTen,NCAA,,51,230,193,24,54,12,3,2,33,9,4,31,39,0.28,0.384,0.404,0.788,78,,3,1,2,0
David Kerian,2015,22,1.1,Illinois,BTen,NCAA,,60,250,207,46,76,10,2,16,52,9,3,37,28,0.367,0.462,0.667,1.129,138,,2,1,3,3
Tanner Lubach,2013,20,-0.6,Nebraska,BTen,NCAA,,49,190,163,19,39,6,1,2,27,2,1,14,35,0.239,0.308,0.325,0.633,53,,3,8,2,0
Tanner Lubach,2014,21,0.3,Nebraska,BTen,NCAA,,45,172,149,14,42,10,1,3,27,1,0,13,27,0.282,0.337,0.423,0.76,63,,1,6,3,0
Tanner Lubach,2015,22,1.1,Nebraska,BTen,NCAA,,51,211,186,31,58,10,1,4,26,2,1,14,29,0.312,0.375,0.441,0.816,82,,6,3,2,0
Joey Armstrong,2013,19,-1.5,Nevada-Las Vegas,MWC,NCAA,,57,256,219,42,71,8,3,0,33,10,3,29,26,0.324,0.404,0.388,0.792,85,,1,6,1,0
Joey Armstrong,2014,20,-0.5,Nevada-Las Vegas,MWC,NCAA,,51,240,205,36,62,8,3,4,27,7,4,28,29,0.302,0.388,0.429,0.817,88,,2,3,2,0
Joey Armstrong,2015,21,0.6,Nevada-Las Vegas,MWC,NCAA,,54,256,213,34,59,9,1,2,26,8,2,35,37,0.277,0.387,0.357,0.744,76,,5,0,3,2
Leon Byrd,2013,19,-1.5,Rice,CUSA,NCAA,,64,306,233,36,64,9,1,1,21,8,6,44,37,0.275,0.42,0.335,0.755,78,,15,13,1,1
Leon Byrd,2014,20,-0.6,Rice,CUSA,NCAA,,45,204,163,28,42,6,2,0,16,5,4,28,28,0.258,0.379,0.319,0.698,52,,5,6,2,0
Leon Byrd,2015,21,0.1,Rice,CUSA,NCAA,,52,232,200,32,48,12,2,1,35,5,0,20,48,0.24,0.316,0.335,0.651,67,,4,4,4,2
Sean Miller,2013,18,-2.4,USC Aiken,PBC,NCAA,,55,228,210,26,59,9,2,1,35,6,3,8,30,0.281,0.306,0.357,0.663,75,,1,6,3,0
Sean Miller,2014,19,-2,USC Aiken,PBC,NCAA,,53,222,195,44,74,7,3,1,37,13,1,10,23,0.379,0.406,0.462,0.867,90,,4,5,8,0
Sean Miller,2015,20,-1,USC Aiken,PBC,NCAA,,50,232,215,39,70,13,1,4,37,6,1,10,20,0.326,0.359,0.451,0.81,97,,3,1,3,0
Mitchell Gunsolus,2012,19,-1.4,Gonzaga,WCC,NCAA,,15,52,43,2,8,1,0,0,3,0,0,5,11,0.186,0.3,0.209,0.509,9,,2,2,0,1
Mitchell Gunsolus,2013,20,-0.5,Gonzaga,WCC,NCAA,,54,263,212,38,61,7,6,0,21,5,1,33,32,0.288,0.394,0.377,0.771,80,,6,9,3,2
Mitchell Gunsolus,2014,21,0.6,Gonzaga,WCC,NCAA,,55,258,202,38,58,8,4,0,23,4,7,43,42,0.287,0.417,0.366,0.784,74,,5,4,4,0
Mitchell Gunsolus,2015,22,1.5,Gonzaga,WCC,NCAA,,51,245,207,46,73,15,3,7,34,4,3,33,32,0.353,0.449,0.556,1.005,115,,4,0,1,2
Jackson Glines,2014,22,1.3,Michigan,BTen,NCAA,,60,266,214,38,71,19,3,1,43,14,2,28,25,0.332,0.444,0.463,0.907,99,,17,5,2,2
Jackson Glines,2015,23,2.1,Michigan,BTen,NCAA,,61,278,238,55,83,13,3,5,34,7,4,33,24,0.349,0.44,0.492,0.932,117,,6,1,0,1
Vimael Machín,2012,18,-2.4,Virginia Commonwealth,CAA,NCAA,,59,252,223,31,65,13,1,2,27,2,2,21,29,0.291,0.348,0.386,0.734,86,,1,2,5,1
Vimael Machín,2013,19,-1.3,Virginia Commonwealth,A10,NCAA,,45,200,167,21,45,8,1,4,30,2,1,22,31,0.269,0.374,0.401,0.775,67,,7,2,2,1
Vimael Machín,2014,20,-0.5,Virginia Commonwealth,A10,NCAA,,57,256,199,40,61,11,1,3,52,2,0,30,21,0.307,0.421,0.417,0.838,83,,15,4,8,0
Vimael Machín,2015,21,0.4,Virginia Commonwealth,A10,NCAA,,65,294,254,42,86,13,2,3,53,6,7,27,28,0.339,0.401,0.441,0.842,112,,5,0,8,2
Josh Tobias,2012,19,-1.4,Florida,SEC,NCAA,,51,156,135,26,34,5,2,0,10,3,2,7,26,0.252,0.32,0.319,0.639,43,,7,6,1,0
Josh Tobias,2013,20,-0.4,Florida,SEC,NCAA,,51,180,154,21,40,5,0,3,18,6,3,9,23,0.26,0.341,0.351,0.692,54,,11,4,2,0
Josh Tobias,2014,21,0.5,Florida,SEC,NCAA,,46,120,105,15,32,4,1,3,8,2,1,9,21,0.305,0.376,0.448,0.824,47,,3,3,0,1
Josh Tobias,2015,22,1.5,Florida,SEC,NCAA,,65,269,231,60,82,14,5,5,46,11,2,23,37,0.355,0.435,0.524,0.959,121,,12,0,3,1
Justin Pacchioli,2012,19,-1.7,Lehigh,PatL,NCAA,,24,99,83,14,23,2,0,0,6,11,2,9,11,0.277,0.371,0.301,0.672,25,,4,2,1,0
Justin Pacchioli,2013,20,-0.7,Lehigh,PatL,NCAA,,39,164,142,31,52,10,5,0,14,11,1,15,17,0.366,0.441,0.507,0.948,72,,4,3,0,0
Justin Pacchioli,2014,21,0.8,Lehigh,PatL,NCAA,,35,148,127,19,46,3,0,0,7,16,4,10,12,0.362,0.445,0.386,0.831,49,,9,2,0,0
Justin Pacchioli,2015,22,1.4,Lehigh,PatL,NCAA,,53,243,187,48,64,8,3,2,18,31,7,38,25,0.342,0.485,0.449,0.935,84,,14,4,0,5
Steven Pallares,2012,19,-1.2,San Diego State,MWC,NCAA,,28,75,59,11,12,0,0,0,7,3,2,8,14,0.203,0.333,0.203,0.537,12,,4,3,1,0
Steven Pallares,2013,20,-0.5,San Diego State,MWC,NCAA,,37,122,108,12,20,2,1,0,13,8,2,10,22,0.185,0.256,0.222,0.478,24,,1,1,2,0
Steven Pallares,2014,21,0.5,San Diego State,MWC,NCAA,,47,143,116,22,32,4,1,2,17,13,2,20,18,0.276,0.391,0.379,0.771,44,,2,5,0,1
Steven Pallares,2015,22,1.6,San Diego State,MWC,NCAA,,64,307,256,69,90,17,0,9,48,15,7,37,33,0.352,0.447,0.523,0.971,134,,9,3,2,3
Cole Bauml,2014,21,0.3,Northern Kentucky,ASun,NCAA,,46,194,178,29,60,18,1,7,38,7,4,12,35,0.337,0.373,0.567,0.94,101,,0,1,3,1
Cole Bauml,2015,22,1.3,Northern Kentucky,ASun,NCAA,,41,191,163,34,57,25,1,8,22,14,1,22,28,0.35,0.445,0.663,1.108,108,,6,0,0,5
Logan Landon,2014,21,0.4,Texas-Pan American,WAC,NCAA,,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,0
Logan Landon,2015,22,1.2,Texas-Pan American,WAC,NCAA,,51,228,191,51,73,14,4,8,47,17,4,30,30,0.382,0.476,0.623,1.099,119,,5,1,1,4
Nick Senzel,2014,19,-1.5,Tennessee,SEC,NCAA,,53,217,181,37,57,12,2,1,39,14,3,30,25,0.315,0.419,0.42,0.839,76,,4,0,2,0
Nick Senzel,2015,20,-0.5,Tennessee,SEC,NCAA,,50,228,200,33,65,12,5,4,28,7,3,23,36,0.325,0.399,0.495,0.894,99,,3,0,2,0
Nick Senzel,2016,21,0.4,Tennessee,SEC,NCAA,,57,259,209,57,74,25,1,8,59,25,4,40,21,0.354,0.456,0.598,1.054,125,,4,0,6,4
Corey Ray,2014,19,-1.6,Louisville,Amer,NCAA,,43,89,77,11,25,5,2,1,17,4,0,12,23,0.325,0.416,0.481,0.896,37,,0,0,0,0
Corey Ray,2015,20,-0.5,Louisville,ACC,NCAA,,65,297,265,46,86,15,5,11,56,34,10,24,60,0.325,0.389,0.543,0.932,144,,5,1,2,5
Corey Ray,2016,21,0.5,Louisville,ACC,NCAA,,64,312,268,55,83,16,1,15,60,44,9,36,41,0.31,0.388,0.545,0.933,146,,2,0,6,5
Kyle Lewis,2014,18,-2.7,Mercer,ASun,NCAA,,41,99,85,21,25,3,0,2,17,2,3,9,16,0.294,0.354,0.4,0.754,34,,0,3,2,0
Kyle Lewis,2015,19,-1.7,Mercer,ASun,NCAA,,54,254,226,49,83,19,0,17,56,3,5,19,41,0.367,0.423,0.677,1.1,153,,5,1,3,4
Kyle Lewis,2016,20,-0.9,Mercer,SoCo,NCAA,,61,301,223,70,88,11,2,20,72,6,5,66,48,0.395,0.535,0.731,1.266,163,,7,0,5,21
Matt Thaiss,2014,19,-1.5,Virginia,ACC,NCAA,,26,73,68,11,18,5,0,0,7,0,0,2,13,0.265,0.306,0.338,0.644,23,,2,1,0,0
Matt Thaiss,2015,20,-0.5,Virginia,ACC,NCAA,,67,301,254,49,82,18,0,10,64,4,0,33,26,0.323,0.413,0.512,0.925,130,,9,1,4,2
Matt Thaiss,2016,21,0.5,Virginia,ACC,NCAA,,59,274,229,55,87,13,2,10,59,0,1,37,16,0.38,0.474,0.585,1.06,134,,6,0,2,5
Will Craig,2014,19,-1.5,Wake Forest,ACC,NCAA,,56,223,189,21,53,6,0,8,36,1,0,20,33,0.28,0.357,0.439,0.797,83,,6,2,6,0
Will Craig,2015,20,-0.5,Wake Forest,ACC,NCAA,,53,238,191,52,73,20,1,13,58,2,1,41,24,0.382,0.496,0.702,1.197,134,,4,0,2,6
Will Craig,2016,21,0.5,Wake Forest,ACC,NCAA,,55,244,182,53,69,16,0,16,66,0,1,47,35,0.379,0.52,0.731,1.251,133,,11,0,4,10
Will Smith,2014,19,-1.6,Louisville,Amer,NCAA,,39,94,77,10,17,4,0,0,12,3,0,10,9,0.221,0.333,0.273,0.606,21,,4,1,2,0
Will Smith,2015,20,-0.5,Louisville,ACC,NCAA,,57,206,178,25,43,8,1,2,15,2,2,19,27,0.242,0.333,0.331,0.665,59,,6,2,1,0
Will Smith,2016,21,0.5,Louisville,ACC,NCAA,,55,203,157,40,60,8,0,7,43,9,1,19,14,0.382,0.48,0.567,1.047,89,,17,3,7,0
Chris Okey,2014,19,-1.5,Clemson,ACC,NCAA,,61,258,226,27,56,9,1,4,41,3,2,22,33,0.248,0.311,0.35,0.661,79,,2,1,7,0
Chris Okey,2015,20,-0.5,Clemson,ACC,NCAA,,61,272,235,50,74,16,1,12,57,3,0,27,49,0.315,0.389,0.545,0.934,128,,4,2,4,3
Chris Okey,2016,21,0.5,Clemson,ACC,NCAA,,64,297,239,61,81,16,2,15,74,4,3,51,54,0.339,0.465,0.611,1.076,146,,6,0,1,4
Michael Reed,2014,19,-1.5,Florida,SEC,NCAA,,60,205,172,26,42,7,0,0,6,5,5,18,38,0.244,0.314,0.285,0.599,49,,0,14,1,0
Michael Reed,2015,20,-0.5,Florida,SEC,NCAA,,69,312,282,51,86,14,5,4,47,18,8,27,56,0.305,0.367,0.433,0.799,122,,1,1,1,0
Michael Reed,2016,21,0.4,Florida,SEC,NCAA,,66,303,256,57,67,9,6,4,32,24,3,39,62,0.262,0.362,0.391,0.753,100,,2,5,1,0
C.J. Chatham,2014,19,-1.6,Florida Atlantic,CUSA,NCAA,,53,217,200,27,60,11,0,4,26,1,1,8,39,0.3,0.336,0.415,0.751,83,,4,3,2,0
C.J. Chatham,2015,20,-0.9,Florida Atlantic,CUSA,NCAA,,60,254,230,44,77,22,3,3,44,3,3,10,28,0.335,0.361,0.496,0.857,114,,3,5,6,3
C.J. Chatham,2016,21,0.1,Florida Atlantic,CUSA,NCAA,,58,282,249,48,89,17,4,8,50,2,1,23,36,0.357,0.422,0.554,0.976,138,,7,0,3,5
Ryan Boldt,2014,19,-1.7,Nebraska,BTen,NCAA,,61,271,238,47,74,12,6,2,31,7,4,25,35,0.311,0.382,0.437,0.819,104,,3,4,1,1
Ryan Boldt,2015,20,-0.9,Nebraska,BTen,NCAA,,55,255,218,45,75,7,2,1,21,9,4,27,27,0.344,0.429,0.408,0.837,89,,6,3,1,4
Ryan Boldt,2016,21,0.3,Nebraska,BTen,NCAA,,59,285,257,48,74,14,2,5,30,20,9,20,36,0.288,0.344,0.416,0.76,107,,4,0,4,1
J.B. Woodman,2014,19,-1.5,Mississippi,SEC,NCAA,,58,193,169,31,50,10,3,2,20,10,6,13,34,0.296,0.344,0.426,0.77,72,,2,4,5,0
J.B. Woodman,2015,20,-0.5,Mississippi,SEC,NCAA,,58,260,212,39,58,8,2,7,23,7,3,39,59,0.274,0.386,0.429,0.815,91,,1,6,2,0
J.B. Woodman,2016,21,0.4,Mississippi,SEC,NCAA,,62,277,232,53,75,15,1,14,55,12,7,33,48,0.323,0.412,0.578,0.989,134,,6,0,6,2
Sheldon Neuse,2014,19,-1.8,Oklahoma,B12,NCAA,,58,271,240,43,73,17,7,7,47,7,2,27,31,0.304,0.369,0.521,0.89,125,,0,0,4,1
Sheldon Neuse,2015,20,-0.9,Oklahoma,B12,NCAA,,61,261,229,26,63,10,3,6,43,10,6,24,46,0.275,0.342,0.424,0.766,97,,2,1,5,5
Sheldon Neuse,2016,21,0.3,Oklahoma,B12,NCAA,,55,241,198,42,73,15,5,10,48,12,2,39,43,0.369,0.465,0.646,1.111,128,,0,0,4,1
Bryan Reynolds,2014,19,-1.5,Vanderbilt,SEC,NCAA,,72,319,281,53,95,24,2,4,54,14,6,23,49,0.338,0.395,0.48,0.875,135,,6,5,4,0
Bryan Reynolds,2015,20,-0.5,Vanderbilt,SEC,NCAA,,72,326,286,56,91,18,4,5,49,17,2,31,67,0.318,0.388,0.462,0.849,132,,4,1,4,2
Bryan Reynolds,2016,21,0.4,Vanderbilt,SEC,NCAA,,62,284,224,59,74,16,3,13,56,8,5,49,58,0.33,0.461,0.603,1.064,135,,8,0,3,3
Ronnie Dawson,2014,19,-1.7,Ohio State,BTen,NCAA,,55,228,205,28,69,10,1,4,25,10,5,16,35,0.337,0.396,0.454,0.849,93,,4,3,0,1
Ronnie Dawson,2015,20,-0.9,Ohio State,BTen,NCAA,,55,246,215,34,60,15,2,7,34,16,8,26,41,0.279,0.363,0.465,0.828,100,,3,1,1,1
Ronnie Dawson,2016,21,0.3,Ohio State,BTen,NCAA,,65,300,257,55,85,25,4,13,51,21,4,37,43,0.331,0.419,0.611,1.03,157,,3,2,1,0
Nick Solak,2014,19,-1.6,Louisville,Amer,NCAA,,47,124,97,29,34,5,0,2,25,9,4,17,14,0.351,0.455,0.464,0.918,45,,4,3,3,0
Nick Solak,2015,20,-0.5,Louisville,ACC,NCAA,,65,293,244,47,79,15,2,3,40,18,7,26,31,0.324,0.416,0.439,0.855,107,,14,7,2,1
Nick Solak,2016,21,0.5,Louisville,ACC,NCAA,,47,206,165,49,62,14,1,5,29,9,3,28,22,0.376,0.47,0.564,1.034,93,,5,4,4,0
Pete Alonso,2014,19,-1.5,Florida,SEC,NCAA,,60,224,197,18,52,6,2,4,32,1,0,19,35,0.264,0.344,0.376,0.719,74,,6,0,2,2
Pete Alonso,2015,20,-0.5,Florida,SEC,NCAA,,39,171,143,33,43,10,2,5,32,0,0,18,22,0.301,0.398,0.503,0.901,72,,7,0,3,0
Pete Alonso,2016,21,0.4,Florida,SEC,NCAA,,58,256,211,51,79,18,0,14,60,2,1,31,31,0.374,0.469,0.659,1.128,139,,10,0,4,2
Garrett Hampson,2014,19,-2,Long Beach State,BigW,NCAA,,60,269,240,44,74,13,2,1,19,9,6,14,39,0.308,0.346,0.392,0.738,94,,3,6,6,0
Garrett Hampson,2015,20,-0.8,Long Beach State,BigW,NCAA,,54,248,216,38,64,9,3,0,17,18,4,20,35,0.296,0.368,0.366,0.734,79,,5,6,1,2
Garrett Hampson,2016,21,0.4,Long Beach State,BigW,NCAA,,60,289,248,55,75,13,2,2,26,23,8,29,39,0.302,0.387,0.395,0.782,98,,5,7,0,3
Sean Murphy,2014,19,-1.9,Wright State,Horz,NCAA,,56,235,202,39,61,11,3,4,34,10,2,23,37,0.302,0.392,0.446,0.838,90,,7,3,0,1
Sean Murphy,2015,20,-1,Wright State,Horz,NCAA,,59,265,225,52,74,11,3,4,36,7,3,28,30,0.329,0.423,0.458,0.88,103,,10,0,2,1
Sean Murphy,2016,21,0.2,Wright State,Horz,NCAA,,39,169,136,38,39,4,4,6,34,6,0,25,18,0.287,0.408,0.507,0.916,69,,5,0,3,1
Alex Call,2014,19,-1.6,Ball State,MAC,NCAA,,53,244,206,40,73,15,0,1,24,2,7,23,25,0.354,0.437,0.442,0.879,91,,8,6,1,0
Alex Call,2015,20,-0.8,Ball State,MAC,NCAA,,55,256,230,45,78,10,2,5,42,12,6,19,31,0.339,0.392,0.465,0.857,107,,3,1,3,0
Alex Call,2016,21,0.2,Ball State,MAC,NCAA,,58,286,243,67,87,24,6,13,44,17,4,29,29,0.358,0.443,0.667,1.11,162,,9,4,1,2
Bryson Brigman,2015,20,-0.5,San Diego,WCC,NCAA,,55,244,218,39,74,11,2,2,28,5,3,18,23,0.339,0.395,0.436,0.831,95,,2,6,0,1
Bryson Brigman,2016,21,0.3,San Diego,WCC,NCAA,,47,219,191,31,71,8,1,0,22,17,7,16,19,0.372,0.428,0.424,0.852,81,,5,4,3,1
Austin Hays,2015,19,-1.7,Jacksonville,ASun,NCAA,,56,250,219,42,59,10,3,3,36,9,2,24,35,0.269,0.345,0.384,0.729,84,,3,1,3,2
Austin Hays,2016,20,-0.6,Jacksonville,ASun,NCAA,,54,249,223,48,78,16,2,16,42,15,5,16,32,0.35,0.406,0.655,1.06,146,,7,0,3,3
Heath Quinn,2014,19,-1.6,Samford,SoCo,NCAA,,59,266,229,49,73,20,1,9,48,2,2,29,62,0.319,0.398,0.533,0.931,122,,4,0,4,1
Heath Quinn,2015,20,-0.7,Samford,SoCo,NCAA,,58,273,238,57,81,11,2,14,56,8,1,21,44,0.34,0.418,0.58,0.997,138,,12,0,2,2
Heath Quinn,2016,21,0.1,Samford,SoCo,NCAA,,61,294,242,62,83,17,1,21,77,4,2,44,55,0.343,0.452,0.682,1.134,165,,6,0,2,10
Jake Rogers,2014,19,-1.6,Tulane,CUSA,NCAA,,52,187,163,13,33,5,1,0,7,1,2,12,23,0.202,0.264,0.245,0.509,40,,2,9,1,0
Jake Rogers,2015,20,-0.6,Tulane,Amer,NCAA,,56,217,176,25,40,5,0,0,22,4,1,26,28,0.227,0.33,0.256,0.586,45,,4,5,6,0
Jake Rogers,2016,21,0.4,Tulane,Amer,NCAA,,61,258,211,46,55,9,0,7,28,13,1,35,41,0.261,0.384,0.403,0.787,85,,8,3,1,0
Blake Tiberi,2015,20,-0.5,Louisville,ACC,NCAA,,45,107,92,12,24,3,0,4,18,1,0,9,12,0.261,0.33,0.424,0.754,39,,2,1,3,0
Blake Tiberi,2016,21,0.5,Louisville,ACC,NCAA,,64,270,244,47,83,18,2,10,51,2,0,18,20,0.34,0.387,0.553,0.94,135,,2,4,2,0
Stephen Alemais,2014,19,-1.6,Tulane,CUSA,NCAA,,48,186,166,24,40,6,2,1,19,11,1,12,20,0.241,0.306,0.319,0.625,53,,4,3,1,0
Stephen Alemais,2015,20,-0.6,Tulane,Amer,NCAA,,60,276,250,43,78,11,3,1,22,27,10,16,25,0.312,0.361,0.392,0.753,98,,3,7,0,1
Stephen Alemais,2016,21,0.4,Tulane,Amer,NCAA,,53,237,212,37,66,14,1,1,28,19,5,20,29,0.311,0.368,0.401,0.768,85,,0,3,2,0
Jameson Fisher,2013,19,-1.7,SE Louisiana,SLC,NCAA,,60,253,219,38,69,11,2,3,27,8,8,21,23,0.315,0.403,0.425,0.828,93,,12,0,1,1
Jameson Fisher,2014,20,-0.9,SE Louisiana,SLC,NCAA,,62,289,234,53,90,16,1,0,36,9,8,30,29,0.385,0.479,0.462,0.941,108,,18,1,6,6
